count	title	artist	genre	R0	r	infper	i0	beta	gamma	N	Extracted.s0	Calculated.s0	Z	rel.fit.goodness	abs.fit.goodness
11489	Promise This	Cheryl	Pop	7.21629025938762	0.360143621405472	17.2605868601208	0.0473631257686625	0.418079079110587	0.0579354577051153	697.792638241893	697.792638241893	11497.4902856227	0.999261553137961	0.842324286654696	1363.62529064935
11447	F**k You	Cee-Lo Green	Rap/Hip Hop	3.70129137974038	0.245605993713255	10.9984749919993	0.141158850967038	0.33652768974179	0.0909216960285343	987.190047810584	987.190047810584	11768.5026684286	0.972681089728509	0.898218104781522	3220.25557147426
11388	Not Fair	Lily Allen	Pop	3472.90149399577	9.37730224808241	370.24523707826	1.53606470185285e-28	9.38000316061242	0.00270091253000677	32.5316721920677	32.5316721920677	11388	1	1.56197330020436	42.3511858061887
11378	Broken Strings	James Morrison	Pop	248.86233704481	11.7958411678751	21.012688583824	1.37937854099966e-57	11.8434314605695	0.0475902926943781	524.710813610252	524.710813610252	11378	1	0.739648163607403	780.729155838164
11317	Rock That Body	The Black Eyed Peas	Pop	1.00013237362148	0.0159834800169136	0.00828190239795053	1.75380535282823e-08	120.761188138244	120.745204658227	3614037462.31805	3614037462.31805	42753976.6686876	0.000264700523361805	2.09419914283588	589.603795215569
11180	Run This Town [Jay-Z + Rihanna + Kanye West] (Explicit Album Version)	JAY Z	Rap/Hip Hop	74.2301611541942	1.28968370423132	56.7814890689349	0.135083070880864	1.30729507752211	0.0176113732907913	191.047861063756	191.047861063756	11180	1	0.854030908320714	184.271838487386
11109	Price Tag	Jessie J	Pop	3.51660955530832	0.238269999372189	10.5620076465323	0.195715747500115	0.332948968888777	0.0946789695165875	1020.77879207662	1020.77879207662	11492.8816385473	0.966598312710382	0.89962659527308	1563.29451548683
11059	Sexy Bitch (Featuring Akon) (Explicit)	David Guetta	Dance	23.3327047978365	0.635789373720723	35.1259484994891	0.0498104193929427	0.664258355846986	0.0284689821262633	303.562943504523	303.562943504523	11059.0000008137	0.999999999926424	1.07546479341058	238.803665421009
11044	Rude Boy	Rihanna	Soul/R\&B/Funk	12.8165120163074	1.6819615630517	7.02543522746611	3.37020298969856e-10	1.82430149895923	0.142339935907526	1492.77887247587	1492.77887247587	11044.0299917804	0.999997284344537	0.989781220936151	1737.21260643669
10968	Russian Roulette (Explicit Version)	Rihanna	Soul/R\&B/Funk	5.3793002141505	0.352973167023483	12.4068927139132	0.282909978651106	0.43357352547412	0.0806003584506371	842.171978535695	842.171978535695	11020.1237923696	0.995270126420391	2.5968084696175	2209.08847567217
10919	Stereoface	Neil Cowley Trio	Jazz	1.00000000493097	12.0688433647156	4.08570308412853e-10	3.23694291092471e-141	2447559169.96418	2447559157.89534	3.29417200117372e+27	3.29417200117372e+27	628305905446.216	1.73784774348817e-08	1.19589246904103	184176.216279839
10773	Hot N Cold	Katy Perry	Pop	8.26609450999502	0.467458714110162	15.5438208566215	0.0153211987645288	0.531792960446642	0.0643342463364797	639.523966352931	639.523966352931	10775.7762221946	0.999742364527867	1.19889104831025	2756.94975957579
10753	Chasing Cars	Snow Patrol	Indie/Alternative	4.78075520120139	0.133133600862217	28.3982043354644	1.34365849100021e-05	0.168347094933431	0.0352134940712141	354.908708436823	354.908708436823	10847.897108917	0.991252027193456	0.865693502380348	1736.07570334316
